,종목명,날짜,전체평점,평점,제목,장점,단점,이직이유
383,바이오톡스텍,2021.07.14,2.4,1.0,“한 부서에 의해 회사생활이 바뀜”,"1. 업무량이 많아서 다른데서 반년걸릴거 한달이면 배움
2. 퇴사율이 높아서 다양한 사람들을 만날 수 있음
3. 육아휴직은 자유로운편 (남자해당없음)
4. 시골 한적한 곳에 있어서 공기 좋음
5. 정치학개론 무료 수강 가능","1. 연봉이 사육하는 랫드 꼬리보다 작음
2. 밥 맛 없음
3. 손가락만한 회사에 사내정치가 엄청남(가끔 국회의사당인가 헷갈릴때가 있음)
4. 경영에 찍히면 답없읍(자유민주주의사회에서 공산주의를 배울 수 있음)
4. 아직도 복장 및 인사태도 등 지적하는 꼰대들 많음
5. 복지라고 부를 수 있는게 없음 (진짜없음)",
384,바이오톡스텍,2021.07.09,2.4,1.0,“장점이.............”,"교육은 많이있음.
시골이라 주위가 조용함
사내식당이있음","OJT도 아니고 그냥 교육만 많고 그래서 실무를 시작하면 어리버리함
시골임!!!!!!
밥이맛이없음",
385,바이오톡스텍,2021.07.09,2.4,1.0,“경영한테 찍히면 노답”,"연차 사용 자유로움, 특근 맘대로 뛸 수 있어서 월에 월급 최대 60-70 더 받을 수 있음","직장내 괴롭힘~ 초창기 멤버가 대놓고 함
경영진이 최고 파워 가지고 있어서 찍히면 만년 주임 만년 대리임
컨테이너 건물이라 연구실은 장마철마다 비가 새는데 회장실과 경영 건물은 겉은 컨테이너지만 안은 지들 나름.. 호화스럽게 인테리어함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",
386,바이오톡스텍,2021.07.08,2.4,2.0,"“수직적, 비효율적, 무체계”","사내 부지 환경 조성 잘되어있는편
구내식당 있음
장점 더 없음","수직적, 강압적, 비효율적 업무문화
체계 부족, 난장판
구내식당 밥 정말 맛없고 형편없고 최악
딱히 복지랄게 없음
성과금같은 거 기대 ㄴ",
387,바이오톡스텍,2021.07.07,2.4,3.0,“분위기가 좋은 회사”,"나잇대가 어려 소통 활발, 분위기 좋음 , 다같이 으쌰으쌰 하는 분위기",연봉 너무 적음 워라밸 보장 못함 연봉 더 올려주셨으면 좋겠음 일도 너무 많음,
388,바이오톡스텍,2021.06.28,2.4,2.0,“주말없는 회사업무”,"공휴일 및 주말에 쉴수있음
신입의 경우 경력쌓기 좋음
사내 카페가있음","쉬는 날에 자발적으로 나오는사람이많음
전형적인꼰대가 곳곳에 숨어있음
밥도맛없는데 늦게오면 반찬도 부족함
지속적으로 애사심을 강요하는 정신교육을 시행함.
예를들면 바탕화면에 회사좌우명을 억지로 깔게함.
심지어 회사좌우명이 고객은 스승이다임.
연구회사라기보단 서비스업이라고보면될듯함.
적은인력으로 최대효율을 끌어내기위해 혹사시킴
신입은 매일쉬고 경력자는맨날일함.
근무시간중외출시간은허락하지않음 마치 고등학교 야자수준이며 이도 특정인원은 자유로운듯함.",
389,바이오톡스텍,2021.06.16,2.4,2.0,“신입들이 배우는 회사”,신입들이 많이 들어와서 좋다. 부서 바이 부서지만 칼퇴가능,경력을 쌓으면 다들 나간다. 실험하는 곳이라 특근이 많고 월급이 적다,
390,바이오톡스텍,2021.06.14,2.4,1.0,“CRO에 끝판왕”,"연차사용 자유로움
젊은층 대다수
육아휴직 좋음
특근비로 인한 월급 상승^^","일단 월세, 유류비 1년제한
각 10만원씩
배울점.. 그것도 팀 나름 인듯.. 허드렛일만하다 년 수 채우고 나가는사람이 있는반면 이제 막 배워서 다배우면 튀는사람(2~3년차) 가 대다수
본인 시간 없음 주말에 무조건 일해야함
쉬는것도 자유롭지 못해서 우울증 오기 직전
팀장은 팀에 신경쓰지않음 신입 뽑기 바쁨
업무에 효율성 따지면서 정작 노는 과 따로있고 바빠서 죽기직전인 과가 명확함
노는 과는 하루온종일 오후일과에 폰만하는데 불만은 많음
본인이 잘난줄아는사람 회사 곳곳이 꽤있음

또한 월급은 마그네틱바만함
필요하고 중요한인원 퇴사시 붙잡지않는 전설적인 회사

그야말로 사람중요한지 모르는 최고의 회사",
391,바이오톡스텍,2021.05.04,2.4,3.0,“초반에 배울 것이 많은 회사”,"회사 특성상 교육을 필수적으로 해야하고
기록으로 남겨야하기 때문에 신입교육에 신경씀.
육아휴직이 자유로움.","고여있음.
급여가 적음.
힘든 부서는 계속 힘듦.
맨 파워가 너무 강한 것 같음.",
392,바이오톡스텍,2021.03.18,2.4,1.0,"“별로에요, 배울거 별로없어요”","월세비 차량유지비 일정기간 지원, 정부지원사업 (가입시 연봉상승률 깎임, C받으면 취소됨), 출산휴가 및 육아휴직 원활, 대부분 젊은층, 사내카페","신입이 하는 일과 연차있는 사람이 하는 일이 정확히 구분되어있음, 일년동안 청소만 하다 퇴사하는 직원도 많았음.텃세문화 꼰대문화 강함. 물어봐도 잘 알려주지 않음. 학위에 따라 진급시기 많이 차이남. 야근수당산정 이상함. 사무실이 강당 개조한 곳에 대부분의 팀이 다같이 모여있고, 동물실 개조한 사무실에 있거나 회사 밖에 있는 팀도 있음. 겨울에 엄청 춥고 건조함.책상 전화기 같이 공유함. 연차를 주말이나 공휴일 이어서 쓰는 거 시선 안좋음, 주차장 턱없이부족, 식당밥 진짜 맛없음",
393,바이오톡스텍,2021.03.14,2.4,2.0,“신입때만 괜찮은 회사”,신입으로 1년정도 까진 잡무. 잡일만 시키면서 관련 공부와 시험 교육으로 이루어짐,"사내 젊은꼰대 다수 포진. 주임급이 매우 적음(대부분 2,3년 다니다가 퇴사. 이직). 밥 맛없음.
건물 3개있는데 2개가 매우 열악함. 겉만 번지르르 해보임.",
394,바이오톡스텍,2021.01.10,2.4,2.0,“노력하는것이 보이나 뜻대로 되지 않음”,"- 사원을 위해 경영진에서 노력하는 것이 보임
- 정시출근 정시퇴근이 가능함
- 안전수칙을 잘 지키도록 노력함
- 변화를 하려는 노력을 보임","- 일의 진행이 안되는 것에있어 근본적인 원인을 무시하고 수습하기 바쁨 (모든 부서가 해당됨)
- 특정부서는 업무과중으로 쉬는날이 거의 없음. 그러나 해결 해주는 이가 없음
- 연말보서스, 명절떡값, 인센티브가 없음
- 몇몇 사람의 평가가 회사생활을 바꾸어 놓음.",
395,바이오톡스텍,2021.01.03,2.4,2.0,“편해요”,정시퇴근이 좋았고 팀원들끼리 수평적인 관계를 유지해서 좋았다,쉬는 시간이 많이 없다 일 많이 시킨다 약속을 잘 안지킨다 말을 바꾼다,
396,바이오톡스텍,2020.12.27,2.4,3.0,“경력에 도움은 되지만 오래있기는 힘든 회사”,"경력에 도움이 됨
생각보다 워라벨이 좋고 본인일이 끝난다면 칼퇴가능
법의 문제가 되는 부분은 어기지 않고 가끔 의외로 잘 챙겨줌
출산휴가등을 철저히 지켜줘서 여성이 다니기 좋은 기업","못견디고 뛰쳐나간 사람 대우가 좋지 않아 뛰쳐나간사람 들이 많아서 언제나 인력난이라
일이 매우 많음
사람의 마음을 얻는 방법에 대해 고려하지 않는 회사
너무 오래다니면 당신의 경력이 경직 될수 있다",
397,바이오톡스텍,2020.10.17,2.4,1.0,“대학같은 분위기에 회사”,"1. 젊은 층이 많다
2. 사내 카페 및 구내식당
3. 유니폼 지급
4. 연차사용 자유로움 (부서마다다름)
5. 월세,차량유지비 있음","1. 주자장이 협소함. 임직원이 200명 이상인데 60대로 제한둠.
외부인 자주오지도않는데 그자리 비워둬야함.
2. 구내식당 밥이 진짜 끝내주게 별로임. 한달 식권도15장 제한두고 나머지는 돈주고사먹어야하는데 아무도안사먹음
3. 화장실 안고쳐줌. 여자직원이 많은데 한칸으로 연명해야함.참다가 싸버리면 어쩌려고 계속 미루는지 모르겠음
4. 연봉 협상x 통보o
5. 연봉인상률 한달에 25~50만원. 이마저도 학력에따라 다름
6. 일 하는사람만 일하고 노는사람은 계속 논다
7. 내일채움공제 가입하면 연봉인상률 삭감
8. 월세지원금10만원 1년, 차량유지비 편도40키로 이상 네이버 최단거리 계산후 지급
9. 오래된 회사라 시설이 열약함
10. 명절 떡값 절대없음 열심히 일해도 적자라고함
11. 젊은층이 많아서 분위기가 좋다? 절대아님 젊은꼰대가 진짜많음
12. 정작 필요한인원들은 이직, 고인물만 남아서 돌아가는거보면 재밌음
13. 신입사원 테스트 통과못하면 잘림
14. 인사과 엄청 드셈, 실무진보다 더함
15. 복장규정있음
16. 야근수당ㅋㅋㅋ 전혀 없음ㅋㅋㅋ
17. 당직 8시간 서서 2만원받음",
398,바이오톡스텍,2020.09.30,2.4,3.0,“CRO최고의 회사”,"-점심에 구내 식당 운영
-통근버스 운영
-군생활의 향수로 추억상기 가능
-진정한 사회생활이란 것이 무엇인지 배울 수 있음.","-며느리가 나를 싫어하는게 분명하다는 확신이 드는 밥 맛.

- 회사 내 주차공간 부족으로 출근 시간이 8시를 넘어가면 밖을 하염없이 배회하며 주차해야 한다. 자그마한 중소기업 혜택좀 받아보자고 회사 가운데 일년에 한번쓸까 싶은 넓직한 농구대 자리차지중. 그거 없애고 몇대라도 더 주차할 수 있도록 직원 복지나 신경썼으면 싶다.

-직원 <<< 외부 업체 , 외부손님

-능력 < 사람을 홀리는 입기술

-매달 들어오는 골든햄스터 크기만한 급여.

-이직 시 경력으로 좋은 회사라지만 그것도 팀나름인듯 싶다.",
399,바이오톡스텍,2020.08.25,2.4,3.0,“대학원 다시 다닌다고 생각하면서 다녀야 하는 회사”,업계1등의 엄청난 업무량과 그에따른 경력. 어디로 이직하던지 알아주는 경력,머슴일도 대감댁에서 하라는 이야기가 뭔말인지 알게됨. 급여가 적고 밥이 심하게 노맛,경력에 비해 너무 작은 급여를 받았고 따블로 준다는데로 갔는데 거기가 업계 평균이었다
400,위메이드플레이,2022.05.27,3.7,2.0,“비전 없는 회사”,"워라벨은 괜찮은편
야근 강요도 거의 없고
지각에 상당히 너그러운편","출시한지 3년이상의 게임이 대부분
매출은 발생하지만 앞으로의 비전은 없어보임
새로운 게임을 만들 능력이 없는듯
위메이드로 사명변경후 빠르게 위메이드화 되가고 있음",
401,위메이드플레이,2022.09.23,3.7,3.0,“빠르게 쇠퇴중”,"워라밸이 좋고 연차사용이 자유로운 편
서현역 1분거리 위치","커뮤니케이션이 부족하고 수직적임
개발장비나 환경이 매우 안좋음
연봉낮음


위메이드로 바뀌면서 아트쪽을 등한시하는 듯 하다
애매한 IP 비전없음
전체적으로 빠르게 쇠퇴중
아트쪽은 특히나 비추",
402,위메이드플레이,2022.08.22,3.7,3.0,“소소한복지가 좋은회사”,"소소한복지가 좋앗습니다!
회사가 에이케이건물에잇어서
서현역내리면 바로 올라갈수있어서 비올때좋아요!","소소한복지말고는 없어요
팀잘못만나면 고생 친목질 뒷담화 좀심한거같습니다",
403,위메이드플레이,2022.08.19,3.7,4.0,“워라밸 지키려고 하면 유지 가능한 환경”,"소소한 복지들이 정말 사소하지만 사람을 가끔 웃게하는 맛이 있었음
내 생활이 망가지지 않는 극상의 워라밸","뭔가 잘못된 사업방향으로 흘러가는것 같지만 모회사 인수 후 부터 그 흐름을 바꿀 수 없게 된 느낌
심지어 몇년 간 유지해왔던 영업이익이 적자로 전환",
404,위메이드플레이,2022.08.17,3.7,3.0,“워라벨만 보장”,"워라벨은 보장되는 회사
조식줘서 아침은 든든
주1회 재택","커리어는 자기가 잘 챙겨야 할듯
가만히 있으면 뒤쳐져서 이직 못할수도",
405,위메이드플레이,2022.08.09,3.7,3.0,“앞으로잘모르겠는회사”,"적당한 워라밸
높지않은 업무강도
욕심이 크게없다면 전반적으로 무난함","최근 회사가 바뀌면서 분위기가 어수선하다.
새로운 신작 프로젝트를 기대하기어렵다",
406,위메이드플레이,2022.07.20,3.7,4.0,“워라벨은 최고 개인 성장은 물음표”,"위라벨이 좋다.
주1회 수요일 재택도 좋고 업무강도가 낮아 만족스러움","좋은 인력들은 스스로 나가고, 좋지 않은 인력은 권고사직이 꽤 있는 듯 함. 결과적으로 근래 퇴사가 많아 걱정됨.
개인적으로는 만족스럽게 다니고있음.",
407,위메이드플레이,2022.07.18,3.7,4.0,“연봉 욕심 내려놓으면 좋은 회사”,"-업무와 삶의 균형-
이것으로 유명한 회사.
업무 강도가 빡쎄진 않다.

-팀 동료-
물론 팀바팀이겠지만 이상하게도 좋은 사람들이 많다.

-사내문화-
워크샵, 플레이샵, 플레이 데이 등 다양한 문화로 만족도 높은 편.
최근엔 주 1회 재택근무도 실시했다.","위메이드가 묻기 시작한 것 같다.

원래 낮았던 연봉 인상률이 다음에는 어떻게 될 지..

또 사내 문화가 어떻게 변할지 두근두근하다.",
408,위메이드플레이,2022.07.17,3.7,4.0,“어수선한 분위기 유대감 없는 회사”,"아침 제공
사내 마사지체어 수면실 있음
게임존 있음
가격 싼 사내 카페 있음
자잘한 복지문화가 많음
야근은 대체로 안함(근데 부바부-하는팀은 쭉하는듯?)
이것저것 뭔가 시도해보려는 것 같음(NFT, 위믹스 등)","중식제공 없음
해외 워크샵 없어진 것 같음
옛날에는 모르겠는데 최근에는 딱히 회사공동체 같은 느낌이안듦(선토인도 다 옛말이고 근래 퇴사도 부쩍 많아진 듯)",
409,위메이드플레이,2022.07.11,3.7,3.0,“워라벨이 중요”,"워라벨 보장되고 야근 많이 없음
아침 조식, 월급날 선물같은 자잘한 복지.","케바케 일부팀에 존재하는 약간의 정치.
이젠 오래된 퍼즐 게임.
신작 게임에 대한 개발력은 글쎄...",
410,위메이드플레이,2022.07.08,3.7,4.0,“워라밸및 소소한 복지가 좋은 회사”,워라밸이 잘지켜지고 소소한 복지가 좋다 아침에 간단한 조식을 주고 조금만 노력하면 인정 을 받을수 있다,점심은 제공이 안되고 연봉 테이블이 낮다 경영진이 바뀌면서 줄안감이 있다,
