종목명,날짜,전체평점,평점,제목,장점,단점,이직이유
씨아이에스,2022.06.24,4.1,4.0,“워라밸은 팀에따라 천차만별”,이차전지 장비에대해 조금이나마 겪을 수 있고 눈으로 볼 수있음,대표이사님을 재외한 경영진의 마인드는 참 별로라 할 수 있다.,더 나은 미래를 향해 나아가기 위해 이직을 하는 거지용
씨아이에스,2022.05.07,4.1,4.0,“갠플하는 회사”,상대적으로 높은 급여와 매년 최저임금 반영해서 나름 올려주는 연봉!,회사 사람들이 너무 갠플 몹시 갠플임 대화는 커녕 인사도 할까말까 ? 대기업도 아닌데 회사사람인지 아닌지 구분도 안감,
씨아이에스,2022.03.27,4.1,4.0,“급성장하는 회사”,"야근 조절이 가능하다.
연차 사용에 눈치를 주지않는다.","해외출장이 잦다.
개인 차량이 없으면 이동이 불편하다.",
씨아이에스,2022.01.17,4.1,5.0,“성장원동력이 있는회사”,지방권에서 괜찮은 연봉과 결국엔 피와 살이 되는 커리어확보,많은 수요로 인한 엄청난 수주량과 업무강도가 단점입니다,
씨아이에스,2022.01.12,4.1,3.0,“모든면에서 좋으나 워라밸은 잘 생각해볼 문제”,"밥맛있다
대구권에서 높은 급여
계속해서 발전하는회사
해외 많이 나갈 수 있어서 좋다","계속해서 일이 많기에 워라밸 없은 없으나
그래도 회사에서 맞춰주려 노력많이 하는 편",
씨아이에스,2021.09.08,4.1,5.0,“미래지향적 사업 및 망하지는 않을 회사”,지방권 급여 수준 최고. 9시출근 젊은층 많아서 좋음 ㅎㅎ,부서별 근무강도 천차만별 해외출장 아주 많음. 현장은 늦게까지도 함,
씨아이에스,2021.03.17,4.1,4.0,“빠른 성장”,"회사 성장이 눈에 보인다, 밥이 맛있다, 꼰대 거의 없다","부서별로 업무강도 차이가 크다, 해외출장은 좋지만 길고 잦다",
씨아이에스,2021.03.01,4.1,3.0,“워라벨 보장...??”,밥이 맛있다.대구 시내에 위치하려 접근성 좋다. 월급 안밀리고 나옴,힘들다. 정시 퇴근 어려움. 해외 출장이 있다 월급 짜다,
씨아이에스,2021.02.01,4.1,4.0,“보이는게 다가아닌회사”,"커피와 간식 등 복지에 포함되어 제공된다.
밥 맛있다.",야근이 많다. 휴게실이 없다. 체육대회를 주말에 한다.,
오이솔루션,2022.04.07,3.2,2.0,“밥은 잘 나오는 회사”,"사내식당
광주에 있는 회사라는 사실로 만족한다면 괜찮은 회사
연차 쓰는 것이 어렵지는 않다","삼성에서 하는 것을 따라하려고 하고 무조건 좋은 것으로 생각하는 분위기
커리어 성장이 어려움
급여 수준이 높지 않은 것을 회사에서도 인식하고 있으나 크게 바꿀 생각이 없는듯
워라밸이 나쁘지는 않으나 업무에 따라 인력이 부족한 경우도 있어 딱히 워라밸이 아주 좋다고는 할 수 없음",
오이솔루션,2022.09.05,3.2,4.0,“워라벨 보장되는 회사”,"1. 야근 강요 없음
2. 구내식당보유 , 식사 무상제공
3. 워라벨 보장","1. 낮은 급여...
2. 커리어 향상에 도움이 될 지 모르겠음",
오이솔루션,2022.06.05,3.2,3.0,“지역내 괜찮은 회사”,"사내식당 잘나옴
연차 사용이 쉽다
주변 신경 안쓰면 편하게 회사 다닐 수 있음","월급이 심하게 짜다
주변 신경쓰면 회사 다니기 힘들 수 있음",
오이솔루션,2022.04.15,3.2,3.0,“워라밸은 어느정도 수준”,"일에 좀 능숙해지니 어느정도 워라밸이 나오기 시작함
사내 분위기는 좋음","그나마 지방에서 좀 나은정도이나 딱 그정도
더 하지는 않음ㅜ",
오이솔루션,2022.04.12,3.2,4.0,“워라벨 조음”,워라벨이 좋은편 보너스 잘 주고 부서에따라 월급루팡이 가능함,월급이 매우 작고 부서이기주의가 만연하며 경영진은 자기들이 무슨 대기업 경영진으로 착각하고 있음,
오이솔루션,2022.03.22,3.2,4.0,“중소와 중견 그 사이”,"중소보단 좋음
밥 맛있고 헬스장이 있고 사내복지 괜찮음
부서 by 부서긴 하나 사내문화 나쁘지 않아보임","아쉬운 연봉
아직 급이 중소와 중견 사이인 듯하다
교통편이 썩 좋지 않은 위치라
자차 없으면 통근 쉽지 않음",
오이솔루션,2022.01.31,3.2,3.0,“밥은잘나온다”,자유로움 / 광주안에서는 좋음 / 밥이잘나옴 / 신식건물,사람문제 / 연봉적음 / 주차장적음 / 소문잘남 / 연봉적음,
오이솔루션,2022.01.14,3.2,3.0,“그 지역사람에겐 좋은회사”,"자유로운 쉬는시간, 준수한 밥, 꾸준히 나오는 성과급 등","엔지니어가 우선인 회사, 트랜시버 외 강점이 없는 회사",
오이솔루션,2022.01.13,3.2,3.0,“적당한 회사”,많은 걸 배울수 있다. 생각보다 능력있는 사람들이 많다.,급여가 별로고 광주에서만 다니기가 좋다. 이직하는 사람이 많다,
오이솔루션,2022.01.09,3.2,4.0,“워라벨이 좋은 회사”,"공무원보다 출근 퇴근이 자유롭고 수평적인 분위기.
중소기업 기준 복지가 좋은편.","회사 미래가 불투명함.
신입 유입이 적어서 실무자들 연차가 높은편.",
오이솔루션,2022.01.08,3.2,4.0,“기업문화는 좋으나 급여는 중소기업을 벗어나지 못함”,"워라벨이 매우 좋아서 야근 할 일이 거의 없으며, 명절 상여금이 꼬박 꼬박 들어오고 연차 사용에 눈치를 크게 보지 않아도 됨","기본급이 그렇게 높지 않은 편임.
교육 시스템이 그렇게 잘 갖춰져 있지 않음",
오이솔루션,2021.12.19,3.2,3.0,“워라밸괜찮음”,한달에 한번은 꼭 특식잇는듯 밥맛잇음 삼시세끼 공짜임,체계가 잡히는데시간이 걸릴것으로보임 일처리하는데서 많이느낌,
오이솔루션,2021.12.12,3.2,3.0,“워라밸 괜찮음”,"워라밸 괜찮은 곳
광주에서 괜찮은 회사
구내식당도 괜찮음","장기근속자 혜택이 좀...
워라밸이 좋지만 그래서인지 급여는 적음",
오이솔루션,2021.12.01,3.2,2.0,“지역내에서는 괜찮은 회사”,"휴가 및 개인시간이 자유로운편이다 본사 내부에 헬스장, 탁구장같은 시설도 있고 밥이 잘 나온다","수도권과 비교해선 적은 연봉, 트렌시버 외 부서는 체계가 잡히는데 시간이 필요함",
오이솔루션,2021.10.22,3.2,5.0,"“워라밸, 연차가 자유롭고 지역내 명서있는 회사”","워라밸, 연차 사요유자유 지역내 인지도 높음, 광역시 내 적당한 급여수준","개발팀의 열악한 환경 , 업무 역량이 많이 필요함, 높은 능력 요구",
오이솔루션,2021.10.14,3.2,2.0,“그저그런”,"사람들 괜찮다.욕설 없다
휴가사용이 자유롭다.
간섭이 많이 없다
외부에서는 좋아보임.지역에서 명성있다","지들만생각하는 임원. 반대세력 임원 욕하기
파벌형성.
직원 의견에 귀담아 듣지 않음.
복지에 관심는 임원들.
근속상 없음.",
오이솔루션,2021.10.12,3.2,4.0,“괜찮은 복지와 괜찮지 못한 월급.”,"중소기업 치고 복지가 괜찮은 편
1) 사내식당 운영(웰스토리, 식비 무료)
2) 사내 동호회,헬스장 등 활성화
3) 매출 및 성과에 따른 연말 성과급
4) 육아휴직 사용가능
5) 학비 지원
6) 젊은 연령대의 직원들","월급이 짜다..
1) 동종업계가 몰살당해 비교군이 없어 월급이 낮음
2) 부바부지만 업무강도가 쌘곳도 있음
3) 차부장급 고인물 일부는 회사를 놀러다님
4) 오너 결정에 따른 회사방향이 자주 바뀜(투자에 인색함)
5) 삼성에 종속된 기업",
오이솔루션,2021.07.13,3.2,3.0,“지역 내에서는 다닐만한 회사”,"1. 약간 워라벨이라고 할 수 있음.
2. 연차 눈치보지 않고 씀.","1. 동종업계에 비해 낮은 급여.
2. 주먹구구식 업무처리",
오이솔루션,2021.01.17,3.2,2.0,“광주에서 다니기에는 괜찮은 강소기업”,"1. 수평적인 문화
2. 워라밸 좋음
3. 특별한 경우가 아니라면 광주에서 계속 근무 가능","1. 낮은 급여
2. 지금은 잘 나가지만 새로운 먹거리를 창출하지 않는다면 광트랜시버 중심의 성장의 한계는 분명히 올 것 같다.","낮은 네임밸류와 낮은 급여,
대기업에 대한 열등감이 존재하는 회사"
오이솔루션,2021.01.12,3.2,3.0,“워라벨은오케이 급여는 수준안맞음”,저녁이 있음. 이직율 낮음. 직원수평적관계. 대외적으로 인기있는회사,"나가야할사람들이나가지않음.
알고보니 이직 갈 곳이 없음
급여가 진짜쥐꼬리만한수준이라 먹고살걱정이 태산같음.
10명중 3명만일해서 돌아가는회사 발전이없음.
젊은엔지니어들은 다 나가는회사",
휴림로봇,2022.04.09,2.8,1.0,“성장하기 어려운 회사”,팀 내의 분위기가 좋음. 일단 타부서끼리 물어 뜯어도 특정 선을 넘지는 않음,워라밸이 좋지 않음(엔지니어 한정). 캐시카우인 산업용로봇 시장이 좋지 않음,
휴림로봇,2021.12.28,2.8,3.0,“직원들이 좋은 회사”,같이 일하는 사람들이 좋으며 자유로운 회사생활이 어느정도 가능함,일부 경영진과 소통이 불가능하며 아는사람 채용 등의 사례가 꽤나 있음,
휴림로봇,2021.08.25,2.8,3.0,“워라벨은 보장됨”,눈치보지 않고 자유로운 연차사용 / 회식강요 없음 / 업무강도 낮음,부서에 따라 퇴근시간이 다름 / 선장이 자주 바뀌어 혼란 그자체,
휴림로봇,2021.07.08,2.8,3.0,“일 많이 하는 사람보다 일 조금 하는 사람이 더 많이 받아가는 회사”,그간 쌓인 자료들이 많아 산업용 로봇을 배우기 좋은 곳,"최소한의 형평성이 맞지 않음.
많이 일해도 칼퇴하는 사람이랑 급여체계가 같음",
휴림로봇,2021.05.25,2.8,4.0,“보장”,"자유로운 분위기 워라벨보장, 함께 키워나가는 회사
회사의 발전이 나의 발전",글쎄 잘모르겠음. 사람마다 느끼는게 다르니 암튼 나는 모름,
휴림로봇,2020.10.01,2.8,3.0,“적당한회사”,크게 나쁘지않고 로봇업계에서 나름 오랫동안 살아남은 기술력,회사의 경영진이 자주 바뀌어 사업방향의 일관성이 떨어지는 느낌,
야스,2022.08.29,2.7,1.0,“막힌 변기”,"월급 안밀림리고 잘나옴, 동료들이 착함, 점심 저녁 줌","1. 시골
2. 꼰대문화
3. 아무것도 안하는 임원들
4. 변화 없는 변화 시도 언플
5. 엔지니어 대우 전혀 없음",
야스,2022.09.23,2.7,2.0,“월급만 잘나와요”,월급은 잘나와요 그리고 점심 저녁 제공해줘요 사람들이 착해요,"고인물들의 일 미루기, 무능함.
문제 있을 때만 일하는 척.
상여 및 복지는 기대하지말고 오시길.
부바부 극단적.",
야스,2022.08.28,2.7,3.0,“부서 및 팀장에 따라 천당과 지옥이 결정된다”,팀장(부서장)의 회사 내 위치 및 성향에 따라 워라벨이 보장되거나 다른 편의를 받을 수 있다.,단기간 회사 성장으로 회사 인원이 늘어나 직책에 어울리지 않거나 능력이 부족한 사람이 높은 위치에 자리한다. 그들만의 유대가 강하다.,
야스,2022.08.19,2.7,2.0,“칼퇴는 하는데 워라벨은 없음”,"칼퇴
윗사람들이 별 관심이 없음
동료들이 착함
업무 경계가 모호해서 이것저것 다 하다보면
이력서에 쓸 말이 생각보다 많음","칼퇴하고 뭐 하려면 차타고 기본 3,40분 나가야 함
소똥 냄새나는 시골구석에 회사 만들어놓고
다 쓰러져가는 사택 하나 달랑 주고 끝
있던 복지도 다 사라져서 있는게 없음",
야스,2022.07.28,2.7,4.0,“워라벨이 보장되는 회사”,"출퇴근시간은 칼같이 지킵니다.
연차를 자유롭게 쓸수있습니다.
부서마다 차이는 있지만 대체로 업무강도가 낮습니다.
기숙사, 중식, 석식을 제공합니다.","업무 체계가 잘잡혀있지않아, 처음 적응하는데 힘들수 있습니다.
차량이 없다면 일하기 힘들수있습니다.",
야스,2022.07.28,2.7,4.0,“워라벨이 보장되는 회사”,"밥 맛있는편
월급 안밀림
칼퇴 가능
회사 자체 기술력이 있음
택시비 지원해줌
주변에 맛집많은편","교통이 진짜별로
웬만하면 다 차갖고 다님
고인물들이 많다",
야스,2022.07.22,2.7,4.0,“수직관계가 뚜렷한 회사”,월급은 밀릴 걱정 없는회사이고 팀별 대우가 어떨지는 모르지만 매출이 잘 나오면 인센티브도 나름 일반 중소기업보다는 챙겨주는 것 같다,수직관계가 뚜렷하며 임원진들의 적극적인 사내발전 기여가 없다,
야스,2022.07.04,2.7,2.0,“그 이상도 그 이하도 아닌 회사”,"출근 9시 퇴근 6시 야근 강요없고, 팀별 팀원들 사람들 좋음","내로남불식 일처리, 문제생기면 떠넘기기, 일단 화내고 봄
문제에 대한 안일한 대처
그나마 있던 복지 사라짐
직읜들이 무엇을 원하는지 모름",
야스,2022.06.14,2.7,2.0,“다른 곳 알아보세요”,부서 별로 다르지만 사생활 터치 안하고 칼퇴 눈치 안주는 편,탁상행정이 뭔지 실감하게 해줌. 개선이 필요한 문제가 있으면 임원들은 뭐가 문제인지 파악도 못하고 알아도 별 신경 안씀,
야스,2022.05.16,2.7,2.0,“워라벨이 보장되는 회사”,"정시출근 정시퇴근보장. 단, 일이 없을 경우. 그 외 연차 사용이 자유로움","업계대비 낮은 연봉, 열악한 복지환경, 성과급 없음, 팀마다 다른 업무강도",
야스,2022.05.11,2.7,3.0,“워라벨 만 보장되는 회사”,워라벨 보장으로 이전 회사에서 느끼지 못한 나의 시간이 생김 좋은 사람들이 많음,워라벨만 좋은게 단점인 회사 좋은 사람이 많지만 그와 비례하여 빌런들도 다수 존재함,
야스,2022.05.09,2.7,3.0,“워라벨만 보장되는 회사”,"칼출퇴근가능, 생각보다 업무량이 많지않음(팀마다 다름), 점심/저녁 나옴","체계가 완벽하게 잡혀있지않음, 회사가 외진곳에 있음, 수당이 짬",
야스,2022.05.04,2.7,2.0,“워라밸이 보장됨. 부서별로 상이”,팀별로 편한 직종이 있음. 다만 힘든 부서는 힘들 수 있음. 업무량은 열심히하면 많이 생기므로 대충해야 일이 줄어듬. 아무도 일을 안하는데 대해 말하지 않음,야간근무와 고객사 대응 시 규칙적이지 않은 삶과 낮은 급여와 복지 수준. 임원만 행복한 회사,
